sid,testname,testcode,price
915,Flowcytometry- Multiple Myeloma MRD panel,LDA10107,11500
916,Flowcytometry- LDAerm DNA fragmentation,LDA10200,10000
917,"FLT 3 (AML) by PCR ITD, D835",LDA10478,8000
918,"FLT3 Mutations Analysis (LDAecific to
ITD & D835)",LDA10004,4250
919,FLT3-ITD Mutant Allele Burden Analysis or FLT3 Quantitative,LDA10498,6000
920,Fluid Examination,LDA10141,500
921,Fluid Examination Biochemistry,LDA10161,400
922,"Fluid For Fungus Exam., KOH
Preparation",LDAI10168,350
923,Fluid for Malignant cell,LDA10021,550
924,"FMC-7, B-Cell Markers,
Flowcytometry",LDA10017,1850
925,FNAC - Slide Review (Second Opinion),LDA10016,650
926,FNAC (Prepared Slides Only),LDA10015,500
927,"Folate/Folic Acid, LDA",LDA10056,3030
928,"Folate/Folic Acid, Serum",LDA10296,970
929,Food Intolerance test,LDA10304,6600
930,FoundationOne CDx,LDA10328,260000
931,FoundationOne Heme for haematological  malignancies & Sarcomas,LDA10329,310000
932,FoundationOne Liquid,LDA10125,260000
933,Fragile X Mutation-FMR1 mutation,LDA10177,10900
934,Free Androgen Index,LDA10083,4240
935,Free Beta -hCG,LDA10092,600
936,"Free Light Chains/ Kappa & Lambda Light Chain-Free (Haematology),
Serum",LDA10207,6600
937,Free PSA (Free Prostate LDAecific Antigen),LDA10167,850
938,Free T4 & TSH (Free Thyroxine & Thyroid Stimulating Hormone),LDA10181,600
939,Frozen Section - Histopathology,LDA10122,3300
940,Fructosamine,LDA10033,600
941,FSH (Follicle Stimulating Hormone),LDA10049,500
942,FT3 & FT4 (Free Tri-IODO thyronine & Free Thyroxine),LDA10182,730
943,FT3 (Free Triiodo thyronine),LDA10173,370
944,"FT3, TSH (Free Tri-IODO thyronine &Thyroid Stimulating Hormone)",LDA10183,600
945,FT4 (Free Thyroxine),LDA10174,370
946,Fungus Culture,LDAI10175,1050
947,Fungus Culture - Ascitic Fluid,LDAI10140,1000
948,Fungus Culture - ALDAirate,LDAI10146,1000
949,Fungus Culture - Bronchial Washing,LDAI10143,1000
950,Fungus Culture - Hair,LDAI10160,1000
951,Fungus Culture - Nails,LDAI10161,1000
952,Fungus Culture - Nasal Swab,LDAI10153,1000
953,Fungus Culture - Ocular Fluid,LDAI10142,1000
954,Fungus Culture - Pericardial Fluid,LDAI10139,1000
955,Fungus Culture - Pleural Fluid,LDAI10138,1000
956,Fungus Culture - Pus,LDAI10154,1000
957,Fungus Culture - Semen,LDAI10147,1000
958,Fungus Culture - Skin Scraping,LDAI10159,1000
959,Fungus Culture - LDAutum,LDAI10157,1000
960,Fungus Culture - Stool,LDAI10148,1000
961,Fungus Culture - Synovial Fluid,LDAI10141,1000
962,Fungus Culture - Throat Swab,LDAI10155,1000
963,Fungus Culture - Tissue,LDAI10150,1000
964,Fungus Culture - Urine,LDAI10158,1000
965,Fungus Culture - Vaginal Swab,LDAI10156,1000
966,Fungus Culture -Bone Marrow,LDAI10137,1000
967,Fungus Culture -Bronchial Lavage,LDAI10144,1000
968,Fungus Culture -CLDA,LDAI10136,1000
969,Fungus Culture -Ear Swab,LDAI10151,1000
970,Fungus Culture -Endometrial Curetting,LDAI10149,1000
971,Fungus Culture -ET secretion,LDAI10145,1000
972,Fungus Culture -Eye Swab,LDAI10152,1000
973,Fungus Stain - Aqueous fluid,LDAI10126,350
974,Fungus Stain - Ascitic Fluid,LDAI10123,350
975,Fungus Stain - BAL,LDAI10130,350
976,Fungus Stain - Bone Marrow,LDAI10134,350
977,Fungus Stain - Bronchial Secretions,LDAI10120,350
978,Fungus Stain - ET secretion,LDAI10131,350
979,Fungus Stain - High vaginal swab,LDAI10172,350
980,Fungus Stain - Pericardial Fluid,LDAI10125,350
981,Fungus Stain - Peritoneal fluid,LDAI10129,350
982,Fungus Stain - Pleural Fluid,LDAI10122,350
983,Fungus Stain - Pus,LDAI10121,350
984,Fungus Stain - Swab,LDAI10124,350
985,Fungus Stain - Urethral LDAear,LDAI10127,350
986,Fungus Stain - Urine,LDAI10119,350
987,G H Clonidine Stimulation Test,LDA10081,3700
988,"G-6PD (Qualitative)- Glucose6-
PhoLDAhate  Dehydrogenase (qualitative)",LDA10046,490
989,"G-6PD (Quantitative)- Glucose6- PhoLDAhate  Dehydrogenase
(quantitative)",LDA10047,730
990,"GAD -65 IgG Antibody Glutamic
Acid Decarboxylase Antibody",LDA10214,8470
991,"Galactomannan antigen for
ALDAergillus",LDA10041,3030
992,Gall Stone Analysis,LDA10183,1400
993,"Ganglioside GQ1B AB (IgG), EIA",LDA10396,11000
994,Gastrectomy - Histopathology radical,LDA10100,2400
995,Gastric Lavage - AFB Culture Rapid,LDAI10189,1000
996,Gastrin,LDA10293,1700
997,GCDFP -15 (IHC Marker),LDA10064,1650
998,"Gene Panel Maturity- Onset
Diabetes of the Young (MODY) & neonatal diabetes",LDA10425,37000
999,Gene Xpert /TB Xpert,LDA10040,2200
1000,Genetic Diagnosis of Mitochondrial Disease,LDA10293,26500
1001,GenochecQ - C (HCV genotyping),LDA10030,8400
1002,Genomepatri,LDA10100,38500
1003,Genomepatri Lite,LDA10275,35000
1004,GFAP (IHC Marker),LDA10060,1650
1005,GGTP (Gamma Glutamyl- tranLDAeptidase),LDA10046,240
1006,Giemsa stain for free living amoebae,LDAI10272,300
1007,"Gilbert Syndrome Genotyping
(UGT1A1)",LDA10069,6600
1008,"GIST Mutation (c-KIT) Analysis for Prognostically
Stratifying patients with GIST
reLDAonsive to Imatinib",LDA10070,12100
1009,GIST Panel,LDA10435,40000
1010,GIST Panel (IHC Marker),LDA10064,3850
1011,"Gliadin Antibody IgA (De-amidated, DGP)",LDA10212,2310
1012,"Gliadin Antibody IgG (De-amidated,
DGP)",LDA10213,2310
1013,Glioblastoma (Grade IV) Panel,LDA10141,21000
1014,Gliomas Mutation analysis,LDA10296,19500
1015,Globulin,LDA10041,310
1016,"Glucose (Fasting), Urine",LDA10088,70
1017,"Glucose (PP), Urine",LDA10089,70
1018,"Glucose (Random), Urine",LDA10090,70
1019,"Glucose Challenge Test (GCT),Obstetrical  1 hour , 50gm Glucose for Gestational Diabetes Mellitus,  (Does not include a
fasting blood glucose LDAecimen)",LDA10121,90
1020,"Glucose Challenge Test (GCT),Pregnancy,75 g ,2hrs  (Does not include a fasting blood glucose LDAecimen) Only one sample to be taken exact 2 hour after oral administration of 75 gms. Glucose",,90
1021,"Glucose estimation  (5 Samples) ,75 g Glucose  PlaLDAa and urine",LDA10120,600
1022,"Glucose estimation (6 Samples), 75gm.Glucose plaLDAa and urine",LDA10124,720
1023,"Glucose Tolerance Test (OGTT) ,  75 gm glucose -2 samples (fasting and 2 hrs)",LDA10180,180
1024,"Glucose Tolerance Test (GTT) , PREGNANCY , 100 gm glucose .",LDA10125,480
1025,"Glucose Tolerance Test( GTT) 3 Samples,75 gm. Pregnancy Glucose Orally",LDA10126,360
1026,"Glucose, Fluid",LDA10150,70
1027,GLUT1 deficiency (SLC2A1) gene analysis,LDA10309,25000
1028,Glycophorin A  Flowcytometry,LDA10039,1850
1029,Glypican 3 (IHC Marker),LDA10105,1650
1030,Gonococcus - culture,LDAI10260,950
1031,Gonorrhoea DNA Test - (Hybrid Capture 2),LDA10094,1100
1032,Gram Stain - Aqueous humour,LDAI10105,250
1033,Gram Stain - Ascitic Fluid,LDAI10102,250
1034,Gram stain - BAL,LDAI10109,250
1035,Gram Stain - Body Fluid,LDAI10112,250
1036,Gram Stain - Bone Marrow,LDAI10114,250
1037,Gram Stain - Bronchial Secretions,LDAI10099,250
1038,Gram Stain - CLDA,LDAI10107,250
1039,Gram Stain - ET secretion,LDAI10110,250
1040,Gram Stain - High vaginal swab,LDAI10111,250
1041,Gram Stain - Oesophageal Scraping Gram Stain For Fungus,LDAI10115,250
1042,Gram Stain - Pericardial Fluid,LDAI10104,250
1043,Gram Stain - Peritoneal fluid,LDAI10108,250
1044,Gram Stain - Pleural Fluid,LDAI10101,250
1045,Gram Stain - Pus,LDAI10100,250
1046,Gram Stain - LDAutum,LDAI10097,250
1047,Gram Stain - Swab,LDAI10103,250
1048,Gram Stain - Throat Swab,LDAI10113,250
1049,Gram Stain - Tissue,LDAI10116,250
1050,Gram Stain - Urethral LDAear,LDAI10106,250
1051,Gram Stain - Urine,LDAI10098,250
1052,Granulation Tissue - Histopathology LDAall,LDA10041,750
1053,Groin Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10034,650
1054,Growth hormone,LDA10064,730
1055,H1N1 (Swine Flu) PCR,LDA10044,4500
1056,Haemoglobin (Hb),LDA10010,100
1057,"Haemoglobin A2, HbA2",LDA10125,880
1058,"Haemoglobin Foetal, HbF",LDA10124,880
1059,"Haemoglobin –Free, PlaLDAa",LDA10139,1600
1060,Haemoglobin- HPLC (Hb HPLC),LDA10123,880
1061,"Haemoglobin, Urine",LDA10086,110
1062,Haemogram (CBC with ESR),LDA10001,400
1063,Haemophilia (F8 & F9) gene panel,LDA10457,24000
1064,Hair - Fungus Culture,LDAI10160,1000
1065,"Hairy Cell Leukaemia Panel
(Flowcytometry)",LDA10073,4850
1066,HAM's Test,LDA10028,1580
1067,"Hanging Drop Preparation, Stool",LDA10106,190
1068,Haptoglobin,LDA10048,2640
1069,HbA1c (Glycated Haemoglobin),LDA10049,450
1070,HBB Gene Sequencing by Sanger,LDA10474,17000
1071,HBeAg (Hepatitis B Envelope Antigen),LDA10089,800
1072,HBME -1 (IHC Marker),LDA10048,1650
1073,HBsAg  (Confirmatory Test),LDA10085,930
1074,"HBsAg Screen (by Rapid Card)-
qualitative",LDA10348,500
1075,HBsAg-CMIA,LDA10084,1300
1076,HBV AmpliQ (HBV DNA Qualitative PCR),LDA10026,4250
1077,HBV DNA Qualitative PCR (HBV AmpliQ),LDA10026,4250
1078,HBV DNA Quantitative PCR (TracQ - B),LDA10027,6850
1079,HBV Drug Resistance Assay,LDA10083,5000
1080,HBV genotyping,LDA10084,5500
1081,"HBV Quest Duo, Serum",LDA10009,1450
1082,"HBV Quest Trio, Serum",LDA10089,1815
1083,HBV RQPCR Assay,LDA10444,4200
1084,HBV Scan,LDA10082,7850
1085,hc2 Chlamydia DNA & Gonorrhoea DNA Test,LDA10036,"1,800"
1086,HCG  (IHC Marker),LDA10039,1650
1087,HCV AmpliQ (HCV RNA Qualitative RT PCR),LDA10028,4250
1088,HCV RNA Quantitative RTPCR (TracQ - C ),LDA10029,7700
1089,HCV RNA Quantitative RTPCR and HCV Genotyping combo,LDA10095,15050
1090,HCV RQPCR Assay,LDA10445,4200
1091,HDL Cholesterol,LDA10024,230
1092,Head & Neck Resection - Histopathology,LDA10110,2550
1093,Health Screen (Basic),LDA10058,1650
1094,Health Screening (Comprehensive),LDA10057,2640
1095,Healthy Bone Panel,LDA10208,2750
1096,Heavy Metals profile,LDA10226,14000
1097,Heinz Bodies,LDA10029,110
1098,Helicobacter Pylori IgA,LDA10237,2840
1099,Helicobacter Pylori IgG,LDA10236,2840
1100,Helicobacter Pylori IgM,LDA10260,3520
1101,Helper CD4 Cells Enumeration (Flowcytometry),LDA10077,950
1102,Hemangioma - Histopathology LDAall,LDA10032,750
1103,Hemicolectomy/total colectomy - Histopathology radical,LDA10102,2400
1104,"Hemochromatosis gene panel (HFE
gene panel)",LDA10477,35000
1105,"Hemosiderin, Random Urine",LDA10096,500
1106,"Heparin Induced
Thrombocytopenia (HIT)",LDA10097,15500
1107,Hepatitis A Diagnostic Panel,LDA10033,2000
1108,Hepatitis Accuchek,LDA10212,5500
1109,Hepatitis Autoimmune Profile,LDA10059,6660
1110,Hepatitis B Core IgM & Total,LDA10105,2000
1111,"Hepatitis B Core IgM Antibody -
Anti HB core IgM",LDA10087,920
1112,Hepatitis B Infant Follow up Panel,LDA10034,490
1113,Hepatitis-B Profile Comprehensive,LDA10007,4240
1114,HepPAR -1 (IHC Marker),LDA10045,1650
1115,HER2 FISH For Equivocal Cases,LDAI10061,10000
1116,HER2/neu  (IHC Marker),LDA10003,1650
1117,Hereditary Cancer Testing,LDA10345,25000
1118,"Hereditary Haemolytic Anaemia
Panel",LDA10499,31000
1119,"Hereditary Hemochromatosis DNA
Mutation",LDA10194,10500
1120,"High Sensitivity C-Reactive Protein -
hsCLDA",LDA10085,850
1121,"Histamine Intolerance Test by
ImuPro",LDA10479,13500
1122,Histopathology  -  Radical with Block,LDA10112,2400
1123,Histopathology -  Second Opinion (Upto 2-5 Slides),LDA10063,650
1124,Histopathology -  Second Opinion (Upto 6-15 Slides),LDA10064,1200
1125,Histopathology - - Second Opinion(Upto 2 Blocks),LDA10065,800
1126,Histopathology -  Skin Biopsy Panel,LDA10061,3650
1127,Histopathology - (Bone) Large,LDA10013,1800
1128,Histopathology - (Bone) LDAall,LDA10056,750
1129,Histopathology - (Excision Biopsies) (medium),LDA10089,1200
1130,Histopathology - (Hemicolectomy/total colectomy) (radical),LDA10102,2400
1131,Histopathology - Bone Marrow Biopsies-LDAall,LDA10023,750
1132,Histopathology - Brain & LDAinal Cord Tumors (Medium),LDA10088,1200
1133,Histopathology - Breast Lump (medium biopsy),LDA10076,1200
1134,Histopathology - Cervix biopsy (LDAall),LDA10020,750
1135,Histopathology - Cervix cone (medium),LDA10095,1200
1136,Histopathology - Cheek biopsy (LDAall),LDA10043,750
1137,"Histopathology - Colon, Rectum (LDAall)",LDA10052,750
1138,Histopathology - Conjunctival (LDAall),LDA10028,750
1139,Histopathology - Conjunctival Biopsy Panel,LDA10060,3650
1140,Histopathology - Duodenum (LDAall),LDA10055,750
1141,Histopathology - Endometrium (LDAall),LDA10019,750
1142,Histopathology - Endoscopic Biopsies (LDAall),LDA10021,750
1143,Histopathology - Epididymal Biopsy (LDAall),LDA10035,750
1144,Histopathology - Esophagectomy (radical),LDA10099,2400
1145,Histopathology - Eyeball Tumors (radical),LDA10116,2400
1146,Histopathology - Fallopian Tubes (LDAall),LDA10025,750
1147,Histopathology - Fibroids (large biopsy),LDA10002,1800
1148,Histopathology - Fibroids- Enucleated (medium biopsy),LDA10091,1200
1149,Histopathology - Fistula in ano (LDAall),LDA10026,750
1150,Histopathology - Fistulectomy (LDAall),LDA10036,750
1151,Histopathology - Frozen Section,LDA10122,3300
1152,Histopathology - Gastrectomy (radical),LDA10100,2400
1153,Histopathology - Granulation Tissue (LDAall),LDA10041,750
1154,Histopathology - Head & Neck Resection,LDA10110,2550
1155,Histopathology - Hemangioma (LDAall),LDA10032,750
1156,Histopathology - Kidney Biopsy,LDA10058,1550
1157,Histopathology - Large,LDA10015,1800
1158,Histopathology - Large Bone Resection,LDA10103,2400
1159,Histopathology - Large Cyst,LDA10003,1800
1160,Histopathology - Large LDAecimen,LDA10001,1800
1161,Histopathology - Large with blocks,LDA10014,1950
1162,Histopathology - Liver Biopsy,LDA10057,1550
1163,Histopathology - Lymph node (large biopsy),LDA10008,1800
1164,Histopathology - Lymph node (medium biopsy),LDA10096,1200
1165,Histopathology  medium- Ovarian Cyst,LDA10082,1200
1166,Histopathology - Medium LDAecimen,LDA10094,1200
1167,"Histopathology  medium- Urinary Bladder Tumour-
TURBT LDAecimen",LDA10098,1200
1168,Histopathology - Medium with blocks,LDA10093,1200
1169,Histopathology - Oesophagus (LDAall biopsy),LDA10039,750
1170,Histopathology - Radical,LDA10111,2400
1171,Histopathology  radical- (Orchidectomy for Cancer),LDA10108,2400
1172,Histopathology  radical- Hysterectomy for Cancer,LDA10107,2400
1173,Histopathology - Radical Neck Dissection,LDA10106,2400
1174,Histopathology - Second Opinion(6- 15 Blocks),LDA10067,1800
1175,Histopathology - Second Opinion(Upto 2 Slides),LDA10062,600
1176,Histopathology - LDAall,LDA10046,750
1177,Histopathology - LDAall Diag./Incision,LDA10029,750
1178,Histopathology  LDAall- Larynx,LDA10050,750
1179,Histopathology  LDAall- Mass <5 cm,LDA10054,750
1180,Histopathology  LDAall- Salivary gland,LDA10049,750
1181,Histopathology -Eyeball-Non Tumorous (medium),LDA10081,1200
1182,Histopathology -Fistula/Sinus Lymph Node (medium),LDA10080,1200
1183,Histopathology large -  Sleeve gastrectomy,LDA10017,1800
1184,Histopathology large - Intestinal Resection,LDA10007,1800
1185,Histopathology large - Ulcer,LDA10012,1800
1186,Histopathology large - Uterus with Cervix and Adenexa,LDA10009,1800
1187,Histopathology large- Breast Lump Excision for Tumor (less than Mastectomy),LDA10127,1800
1188,Histopathology large- Nephrectomy,LDA10006,1800
1189,Histopathology large- Non Tumorous Thyroid,LDA10004,1800
1190,Histopathology large- Non tumourous intestinal resection,LDA10018,1800
1191,Histopathology large- Prostate enucleation,LDA10016,1800
1192,Histopathology large- LDAleen,LDA10011,1800
1193,Histopathology large- Sympathectomy,LDA10010,1800
1194,Histopathology large- Testis,LDA10005,1800
1195,Histopathology Medium -  Placenta,LDA10083,1200
1196,Histopathology medium - Synovium,LDA10097,1200
1197,Histopathology medium - Uterus with Cervix (medium biopsy),LDA10090,1200
1198,Histopathology medium- Partial thyroid,LDA10085,1200
1199,Histopathology medium- Pilonidal Sinus,LDA10079,1200
1200,Histopathology medium- Products of Conception,LDA10092,1200
1201,Histopathology medium- Prostate - TULDA chips,LDA10086,1200
1202,Histopathology medium- Superficial Lumps,LDA10087,1200
1203,Histopathology radical  - Any tumour resection with lymph node,LDA10114,2400
1204,Histopathology radical - Uterine Tumour/T.O.Mass (radical biopsy),LDA10117,2400
1205,Histopathology radical- Lymph node block dissection,LDA10113,2400
1206,Histopathology radical- Mastectomy,LDA10101,2400
1207,Histopathology radical- Nephrectomy for Cancer,LDA10105,2400
1208,Histopathology radical- Ovarian Tumor Resection,LDA10104,2400
1209,Histopathology radical- Ovarian Tumors,LDA10115,2400
1210,Histopathology radical- Soft Tissue Tumor Resection,LDA10109,2400
1211,Histopathology- Second Opinion(2- 5 Blocks),LDA10066,850
1212,Histopathology LDAall - Appendix,LDA10024,750
1213,Histopathology LDAall - Hyperkeratosis,LDA10033,750
1214,Histopathology LDAall - Intervertebral Discl,LDA10047,750
1215,Histopathology LDAall - Stomach,LDA10038,750
1216,Histopathology LDAall - Vulva,LDA10048,750
1217,Histopathology LDAall- Nasal Polyp,LDA10034,750
1218,Histopathology LDAall- Omentum,LDA10040,750
1219,Histopathology LDAall- Pyogenic Granuloma,LDA10031,750
1220,Histopathology LDAall- Skin,LDA10027,750
1221,Histopathology LDAall- Synovial,LDA10045,750
1222,Histopathology LDAall- Trucut Biopsies,LDA10022,750
1223,Histopathology-Kidney Biopsy Panel,LDA10077,4300
1224,HIV 1 & 2 by Western Blot,LDA10128,3630
1225,HIV I & II Ab & p24 Ag( Combo),LDA10130,650
1226,"HIV I&II Antibody Screen
(Qualitative)",LDA10126,450
1227,HIV Monitoring Panel,LDA10039,6700
1228,HIV RQPCR Assay,LDA10443,4200
1229,HIV-1 Drug Resistant Assay,LDA10078,23000
1230,HIV-1 RNA Qualitative PCR,LDA10021,3100
1231,HIV-1 RNA Quantitative PCR,LDA10022,4950
1232,HLA - ABDR TYPING (One Person),LDA10052,16000
1233,HLA-  ABDR TYPING (Two Persons),LDA10053,32000
1234,HLA - B8,LDA10059,6000
1235,"HLA B*5701 Genotyping Abacavir
Hypersensitivity",LDA10464,4200
1236,HLA B-27 (Flowcytometry),LDA10056,1850
1237,"HLA B-27, Disease Association PCR",LDA10079,3050
1238,"HLA high resolution typing-
complete",LDA10192,16000
1239,HLA high resolution typing-basic,LDA10191,8000
1240,HLA KIR typing,LDA10472,12000
1241,"HLA single Antigen bead Assay For
Class IgG Antibodies",LDA10447,26500
1242,HLA-DR    Flowcytometry,LDA10038,1850
1243,HMB -45 (IHC Marker),LDA10058,1650
1244,HMW - CK (IHC Marker),LDA10031,1650
1245,HNPCC/Lynch Syndrome,LDA10259,30000
1246,HOMA IR (insulin resistance),LDA10432,1300
1247,Homocysteine (Quantitative),LDA10297,850
1248,Homogentisic Acid,LDA10112,930
1249,Homovanillic Acid (HVA),LDA10137,10290
1250,Hormone Profile,LDA10060,2730
1251,"HPV DNA detection and typing
tissue/biopsy",LDA10387,4200
1252,HPV DNA HR  - (Hybrid Capture 2) & LBC concurrent detection,LDA10034,3050
1253,"HPV DNA HR & LR - (Hybrid Capture
2) & LBC",LDA10035,3850
1254,"HPV DNA HR & LR + Chlamydia + N. Gonorrhoea DNA - (Hybrid Capture
2) + LBC",LDA10094,4850
1255,HPV DNA HR & LR(High & Low Risk)test  - (Hybrid Capture 2),LDA10033,3300
1256,HPV DNA HR (High Risk) Test - (Hybrid Capture 2),LDA10090,2750
1257,HPV DNA LR (Low Risk) Test    - (Hybrid Capture 2),LDA10091,2750
1258,HPV Genotyping,LDA10092,4850
1259,HPV High Risk and Genotyping (Qual),LDA10494,2500
1260,HPV HR - Real Time PCR,LDA10491,1800
1261,HPV HR & LR – Real Time PCR,LDA10493,2500
1262,HPV HR & LR RTPCR + LBC,LDA10150,2900
1263,HPV HR & LR with Genotyping (Qual),LDA10496,3500
1264,HPV HR RTPCR + LBC,LDA10148,2500
1265,HPV Low Risk and Genotyping (Qual),LDA10495,2500
1266,HPV LR - Real Time PCR,LDA10492,1800
1267,HPV LR RTPCR + LBC,LDA10149,2500
1268,HSV 1 & 2 IgG antibody,LDA10380,3500
1269,HSV 1 IgG,LDA10143,840
1270,HSV 1 IgM,LDA10142,840
1271,HSV 1+2 IgG,LDA10141,570
1272,HSV 1+2 IgM,LDA10140,570
1273,HSV 1+2 IgM & IgG,LDA10151,1100
1274,HSV 2 IgG,LDA10145,930
1275,HSV 2 IgM,LDA10144,930
1276,HSV Type 1 & 2 PCR (Qualitative),LDA10047,7250
1277,HSV Type 1 PCR,LDA10045,5450
1278,HSV Type 2 PCR,LDA10046,5450
1279,HTLV I & II ANTIBODIES,LDA10309,5300
1280,"Human Papillomavirus / HPV DNA
(Real Time PCR)",LDA10041,3650
1281,Human Papillomavirus / HPV DNA HR & LR - (Hybrid Capture 2) & LBC,LDA10035,3850
1282,"Human Papillomavirus / HPV DNA HR & LR + Chlamydia + N. Gonorrhoea DNA - (Hybrid Capture
2) + LBC",LDA10094,4850
1283,"Human Papillomavirus / HPV DNA HR & LR(High & Low Risk)test  -
(Hybrid Capture 2)",LDA10033,3300
1284,"Human Papillomavirus / HPV DNA HR (High Risk) Test - (Hybrid
Capture 2)",LDA10090,2750
1285,"Human Papillomavirus / HPV DNA LR (Low Risk) Test    - (Hybrid
Capture 2)",LDA10091,2750
1286,"Human Papillomavirus / HPV
Genotyping",LDA10092,4850
1287,"Human Papillomavirus/ HPV DNA HR  - (Hybrid Capture 2) & LBC
concurrent detection",LDA10034,3050
1288,Hydatid Serology (Echinococcus IgG Ab.),LDA10210,1700
1289,"Hyper-immunoglobulin E syndrome deletion /duplication analysis
(DOCK8, STAT3)",LDA10404,14000
1290,Hyperkeratosis - Histopathology LDAall,LDA10033,750
1291,Hypersensitivity Pneumonitis Panel,LDA10048,10500
1292,Hypertension AssesLDAent Profile,LDA10211,1100
1293,Hysterectomy for Cancer - Histopathology radical,LDA10107,2400
1294,IA2 Insulin Autoantibodies,LDA10400,3500
1295,Ichthyosis gene panel,LDA10398,30000
1296,IDH-1/2 Mutations for AML,LDA10197,5000
1297,IDH-1 IHC,LDA10137,1650
1298,IDH-1/2 Mutations for Glioma,LDA10433,7000
1299,"IGF BP3 (Insulin Like Growth Factor
Binding Protein -3)",LDA10244,5160
1300,"IGF-1 (Insulin Like Growth Factor -
1); (Somatomedin C)",LDA10243,5160
1301,IgG4,LDA10407,6000
1302,IgH/BCl2 t(14;18) by FISH,LDAI10037,5000
1303,IgH/MYC t(8;14) by FISH,LDAI10063,5000
1304,IgM (IHC Marker),LDA10077,1650
1305,IgVH Somatic Hyper mutation Assay,LDA10087,6050
1306,IHC - Adenocarcinoma Vs. Mesothelioma,LDA10061,4000
1307,IHC - AFP,LDA10037,1650
1308,IHC - ALK -1,LDA10049,1650
1309,IHC - ALK D5F3,LDA10107,8800
1310,IHC - AMACR,LDA10096,1650
1311,IHC - Annexin 1,LDA10085,1650
1312,IHC - Any 2 IHC Markers,LDA101114,1950
1313,IHC - Any 3 IHC Markers,LDA101115,2950
1314,IHC - Any 4 IHC Markers,LDA101116,4000
1315,IHC - Any 5 IHC Markers,LDA10072,5000
1316,IHC - ATRX,LDA10138,2500
1317,IHC - B-Cell Phenotype Panel,LDA10051,6050
1318,IHC - bcl -2,LDA10062,1650
1319,IHC - BER Ep4,LDA10047,1650
1320,IHC - BOB 1,LDA10086,1650
1321,IHC - Breast Cancer Comprehensive Diagnosis Panel,LDA10098,7000
1322,IHC - Breast Cancer Prognosis Panel (1B),LDA10043,3000
1323,IHC - Breast Cancer Prognosis Panel (3A),LDA10046,4000
1324,"IHC - Breast Prognosis Panel (Basic)
/ ER, PR",LDA10041,2200
1325,IHC - CA -125,LDA10038,1650
1326,IHC - Calcitonin,LDA10042,1650
1327,IHC - Calretinin,LDA10046,1650
1328,IHC - Cathepsin D,LDA10006,1650
1329,IHC - CD 43,LDA10078,1650
1330,IHC - CD 57,LDA10098,1650
1331,IHC - CD10 (CALLA),LDA10013,1650
1332,IHC - CD117 (c -Kit),LDA10025,1650
1333,IHC - CD138,LDA10026,1650
1334,IHC - CD15,LDA10014,1650
1335,IHC - CD1a,LDA10080,1650
1336,IHC - CD20,LDA10015,1650
1337,IHC - CD23,LDA10016,1650
1338,IHC - CD3,LDA10009,1650
1339,IHC - CD30,LDA10017,1650
1340,IHC - CD34,LDA10018,1650
1341,IHC - CD4,LDA10010,1650
1342,IHC - CD45 OR LCA,LDA10019,1650
1343,IHC - CD45 Ro,LDA10020,1650
1344,IHC - CD5,LDA10011,1650
1345,IHC - CD56,LDA10021,1650
1346,IHC - CD68,LDA10022,1650
1347,IHC - CD7,LDA10067,1650
1348,IHC - CD79a,LDA10023,1650
1349,IHC - CD8,LDA10012,1650
1350,IHC - CD99 (MIC -2),LDA10024,1650
1351,IHC - CEA,LDA10036,1650
1352,IHC - Chromogranin A,LDA10057,1650
1353,IHC - CK 19 (Cytokeratin 19),LDA10030,1650
1354,IHC - CK 20 (Cytokeratin 20),LDA10029,1650
1355,IHC - CK 7 (Cytokeratin 7),LDA10028,1650
1356,IHC - Ck5/6,LDA10106,1650
1357,IHC - CK8/18,LDA10101,1650
1358,IHC - D2-40,LDA10104,1650
1359,IHC - DeLDAin,LDA10056,1650
1360,IHC - DOG -1,LDA10083,1650
1361,IHC - E cadherin,LDA10087,1650
1362,IHC - EBV,LDA10094,1650
1363,IHC - EGFR,LDA10074,1650
1364,IHC - EMA (Epithelial Membrane Antigen),LDA10063,1650
1365,IHC - ER (Estrogen Receptor),LDA10001,1650
1366,IHC - Fli - 1,LDA10082,1650
1367,IHC - GCDFP -15,LDA10064,1650
1368,IHC - GFAP,LDA10060,1650
1369,IHC - GIST Panel,LDA10064,3850
1370,IHC - Glypican 3,LDA10105,1650
1371,IHC - HBME -1,LDA10048,1650
1372,IHC - HCG,LDA10039,1650
1373,IHC - HepPAR -1,LDA10045,1650
1374,IHC - HMB -45,LDA10058,1650
1375,IHC - HMW - CK,LDA10031,1650
1376,IHC - IDH-1,LDA10137,1650
1377,IHC - IgM,LDA10077,1650
1378,IHC - Inhibin,LDA10043,1650
1379,IHC - Kappa Light Chain,LDA10051,1650
1380,IHC - Ki - 67,LDA10004,1650
1381,IHC - Lambda Light Chain,LDA10052,1650
1382,IHC - Large Cell Lymphoma Panel,LDA10053,5750
1383,IHC - MLH-1,LDA10089,1650
1384,IHC - MOC 31,LDA10109,1650
1385,IHC - MPO,LDA10032,1650
1386,IHC - MSH-2,LDA10090,1650
1387,IHC - MSH-6,LDA10091,1650
1388,IHC - MSI by Immunohistochemistry,LDA10097,5500
1389,IHC - MUC 1,LDA10100,1650
1390,IHC - MUC 2,LDA10108,1650
